symbol,name,exchange,yahoo_ticker,series_or_group,isin,bse_sector,bse_mktcap_cr,isin_norm
RAMKY,Ramky Infrastructure Limited,NSE,RAMKY.NS,EQ,INE874I01013,,,INE874I01013
RAMANEWS,Shree Rama Newsprint Limited,NSE,RAMANEWS.NS,EQ,INE278B01020,,,INE278B01020
RAMAPHO,Rama Phosphates Limited,NSE,RAMAPHO.NS,EQ,INE809A01032,,,INE809A01032
RAMASTEEL,Rama Steel Tubes Limited,NSE,RAMASTEEL.NS,EQ,INE230R01035,,,INE230R01035
RAMCOCEM,The Ramco Cements Limited,NSE,RAMCOCEM.NS,EQ,INE331A01037,,,INE331A01037
RAMCOIND,Ramco Industries Limited,NSE,RAMCOIND.NS,EQ,INE614A01028,,,INE614A01028
RAMCOSYS,Ramco Systems Limited,NSE,RAMCOSYS.NS,EQ,INE246B01019,,,INE246B01019
RAMRAT,Ram Ratna Wires Limited,NSE,RAMRAT.NS,EQ,INE207E01023,,,INE207E01023
RAJTV,Raj Television Network Limited,NSE,RAJTV.NS,EQ,INE952H01027,,,INE952H01027
RANASUG,Rana Sugars Limited,NSE,RANASUG.NS,EQ,INE625B01014,,,INE625B01014
RANEHOLDIN,Rane Holdings Limited,NSE,RANEHOLDIN.NS,EQ,INE384A01010,,,INE384A01010
RATEGAIN,Rategain Travel Technologies Limited,NSE,RATEGAIN.NS,EQ,INE0CLI01024,,,INE0CLI01024
RATNAMANI,Ratnamani Metals & Tubes Limited,NSE,RATNAMANI.NS,EQ,INE703B01027,,,INE703B01027
RATNAVEER,Ratnaveer Precision Engineering Limited,NSE,RATNAVEER.NS,EQ,INE05CZ01011,,,INE05CZ01011
RAYMOND,Raymond Limited,NSE,RAYMOND.NS,EQ,INE301A01014,,,INE301A01014
RALLIS,Rallis India Limited,NSE,RALLIS.NS,EQ,INE613A01020,,,INE613A01020
RAJSREESUG,Rajshree Sugars & Chemicals Limited,NSE,RAJSREESUG.NS,EQ,INE562B01019,,,INE562B01019
QUINT,Quint Digital Limited,NSE,QUINT.NS,EQ,INE641R01017,,,INE641R01017
RADIOCITY,Music Broadcast Limited,NSE,RADIOCITY.NS,EQ,INE919I01024,,,INE919I01024
RACE,Race Eco Chain Limited,NSE,RACE.NS,BE,INE084Q01012,,,INE084Q01012
RACLGEAR,RACL Geartech Limited,NSE,RACLGEAR.NS,EQ,INE704B01017,,,INE704B01017
RADAAN,Radaan Mediaworks India Limited,NSE,RADAAN.NS,EQ,INE874F01027,,,INE874F01027
RADHIKAJWE,Radhika Jeweltech Limited,NSE,RADHIKAJWE.NS,EQ,INE583V01021,,,INE583V01021
RADIANTCMS,Radiant Cash Management Services Limited,NSE,RADIANTCMS.NS,EQ,INE855R01021,,,INE855R01021
RADICO,Radico Khaitan Limited,NSE,RADICO.NS,EQ,INE944F01028,,,INE944F01028
RAILTEL,Railtel Corporation Of India Limited,NSE,RAILTEL.NS,EQ,INE0DD101019,,,INE0DD101019
RAJRILTD,Raj Rayon Industries Limited,NSE,RAJRILTD.NS,BE,INE533D01032,,,INE533D01032
RAIN,Rain Industries Limited,NSE,RAIN.NS,EQ,INE855B01025,,,INE855B01025
RAINBOW,Rainbow Childrens Medicare Limited,NSE,RAINBOW.NS,EQ,INE961O01016,,,INE961O01016
RAJMET,Rajnandini Metal Limited,NSE,RAJMET.NS,EQ,INE00KV01022,,,INE00KV01022
RAJOOENG,Rajoo Engineers Limited,NSE,RAJOOENG.NS,EQ,INE535F01024,,,INE535F01024
RAJPALAYAM,Rajapalayam Mills Limited,NSE,RAJPALAYAM.NS,EQ,INE296E01026,,,INE296E01026
RAJRATAN,Rajratan Global Wire Limited,NSE,RAJRATAN.NS,EQ,INE451D01029,,,INE451D01029
NSLNISP,NMDC Steel Limited,NSE,NSLNISP.NS,EQ,INE0NNS01018,,,INE0NNS01018
NSIL,Nalwa Sons Investments Limited,NSE,NSIL.NS,EQ,INE023A01030,,,INE023A01030
NRL,Nupur Recyclers Limited,NSE,NRL.NS,EQ,INE0JM501013,,,INE0JM501013
MAHEPC,Mahindra EPC Irrigation Limited,NSE,MAHEPC.NS,EQ,INE215D01010,,,INE215D01010
MANGLMCEM,Mangalam Cement Limited,NSE,MANGLMCEM.NS,EQ,INE347A01017,,,INE347A01017
MANINDS,Man Industries (India) Limited,NSE,MANINDS.NS,EQ,INE993A01026,,,INE993A01026
MANINFRA,Man Infraconstruction Limited,NSE,MANINFRA.NS,EQ,INE949H01023,,,INE949H01023
MANKIND,Mankind Pharma Limited,NSE,MANKIND.NS,EQ,INE634S01028,,,INE634S01028
MANOMAY,Manomay Tex India Limited,NSE,MANOMAY.NS,EQ,INE784W01015,,,INE784W01015
MANORAMA,Manorama Industries Limited,NSE,MANORAMA.NS,EQ,INE00VM01036,,,INE00VM01036
MANORG,Mangalam Organics Limited,NSE,MANORG.NS,BE,INE370D01013,,,INE370D01013
MANUGRAPH,Manugraph India Limited,NSE,MANUGRAPH.NS,EQ,INE867A01022,,,INE867A01022
MANYAVAR,Vedant Fashions Limited,NSE,MANYAVAR.NS,EQ,INE825V01034,,,INE825V01034
MAPMYINDIA,C.E. Info Systems Limited,NSE,MAPMYINDIA.NS,EQ,INE0BV301023,,,INE0BV301023
MARALOVER,Maral Overseas Limited,NSE,MARALOVER.NS,BE,INE882A01013,,,INE882A01013
MARATHON,Marathon Nextgen Realty Limited,NSE,MARATHON.NS,EQ,INE182D01020,,,INE182D01020
MARICO,Marico Limited,NSE,MARICO.NS,EQ,INE196A01026,,,INE196A01026
MARINE,Marine Electricals (India) Limited,NSE,MARINE.NS,EQ,INE01JE01028,,,INE01JE01028
MARKOLINES,Markolines Pavement Technologies Limited,NSE,MARKOLINES.NS,EQ,INE0FW001016,,,INE0FW001016
MANGALAM,Mangalam Drugs And Organics Limited,NSE,MANGALAM.NS,EQ,INE584F01014,,,INE584F01014
MANCREDIT,Mangal Credit and Fincorp Limited,NSE,MANCREDIT.NS,EQ,INE545L01039,,,INE545L01039
MANBA,Manba Finance Limited,NSE,MANBA.NS,EQ,INE939X01013,,,INE939X01013
MALLCOM,Mallcom (India) Limited,NSE,MALLCOM.NS,EQ,INE389C01015,,,INE389C01015
MAHLIFE,Mahindra Lifespace Developers Limited,NSE,MAHLIFE.NS,EQ,INE813A01018,,,INE813A01018
MAHLOG,Mahindra Logistics Limited,NSE,MAHLOG.NS,EQ,INE766P01016,,,INE766P01016
MAHSCOOTER,Maharashtra Scooters Limited,NSE,MAHSCOOTER.NS,EQ,INE288A01013,,,INE288A01013
MAHSEAMLES,Maharashtra Seamless Limited,NSE,MAHSEAMLES.NS,EQ,INE271B01025,,,INE271B01025
MAITHANALL,Maithan Alloys Limited,NSE,MAITHANALL.NS,EQ,INE683C01011,,,INE683C01011
MAJESAUT,Majestic Auto Limited,NSE,MAJESAUT.NS,EQ,INE201B01022,,,INE201B01022
MALUPAPER,Malu Paper Mills Limited,NSE,MALUPAPER.NS,EQ,INE383H01017,,,INE383H01017
MANAPPURAM,Manappuram Finance Limited,NSE,MANAPPURAM.NS,EQ,INE522D01027,,,INE522D01027
MAMATA,Mamata Machinery Limited,NSE,MAMATA.NS,EQ,INE0TO701015,,,INE0TO701015
MANAKALUCO,Manaksia Aluminium Company Limited,NSE,MANAKALUCO.NS,EQ,INE859Q01017,,,INE859Q01017
MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE,MANAKCOAT.NS,EQ,INE830Q01018,,,INE830Q01018
MANAKSIA,Manaksia Limited,NSE,MANAKSIA.NS,EQ,INE015D01022,,,INE015D01022
MANAKSTEEL,Manaksia Steels Limited,NSE,MANAKSTEEL.NS,BE,INE824Q01011,,,INE824Q01011
MANALIPETC,Manali Petrochemicals Limited,NSE,MANALIPETC.NS,EQ,INE201A01024,,,INE201A01024
MARKSANS,Marksans Pharma Limited,NSE,MARKSANS.NS,EQ,INE750C01026,,,INE750C01026
MARSONS,Marsons Limited,NSE,MARSONS.NS,EQ,INE415B01044,,,INE415B01044
MARUTI,Maruti Suzuki India Limited,NSE,MARUTI.NS,EQ,INE585B01010,,,INE585B01010
MEESHO,Meesho Limited,NSE,MEESHO.NS,EQ,INE0VDM01015,,,INE0VDM01015
MCX,Multi Commodity Exchange of India Limited,NSE,MCX.NS,EQ,INE745G01043,,,INE745G01043
MEDANTA,Global Health Limited,NSE,MEDANTA.NS,EQ,INE474Q01031,,,INE474Q01031
MEDIASSIST,Medi Assist Healthcare Services Limited,NSE,MEDIASSIST.NS,EQ,INE456Z01021,,,INE456Z01021
MEDICAMEQ,Medicamen Biotech Limited,NSE,MEDICAMEQ.NS,EQ,INE646B01010,,,INE646B01010
MEDICO,Medico Remedies Limited,NSE,MEDICO.NS,EQ,INE630Y01024,,,INE630Y01024
MEDPLUS,Medplus Health Services Limited,NSE,MEDPLUS.NS,EQ,INE804L01022,,,INE804L01022
MEGASTAR,Megastar Foods Limited,NSE,MEGASTAR.NS,EQ,INE00EM01016,,,INE00EM01016
MCLEODRUSS,Mcleod Russel India Limited,NSE,MCLEODRUSS.NS,BE,INE942G01012,,,INE942G01012
MEIL,Mangal Electrical Industries Limited,NSE,MEIL.NS,BE,INE0PKD01011,,,INE0PKD01011
MENNPIS,Menon Pistons Limited,NSE,MENNPIS.NS,EQ,INE650G01029,,,INE650G01029
MENONBE,Menon Bearings Limited,NSE,MENONBE.NS,EQ,INE071D01033,,,INE071D01033
MERCANTILE,Mercantile Ventures Limited,NSE,MERCANTILE.NS,EQ,INE689O01013,,,INE689O01013
MERCURYEV,Mercury Ev-Tech Limited,NSE,MERCURYEV.NS,BE,INE763M01028,,,INE763M01028
METROBRAND,Metro Brands Limited,NSE,METROBRAND.NS,EQ,INE317I01021,,,INE317I01021
MCLOUD,Magellanic Cloud Limited,NSE,MCLOUD.NS,EQ,INE613C01026,,,INE613C01026
MCL,M TEK COPPER LIMITED,NSE,MCL.NS,EQ,INE813V01022,,,INE813V01022
MASFIN,MAS Financial Services Limited,NSE,MASFIN.NS,EQ,INE348L01012,,,INE348L01012
MAXHEALTH,Max Healthcare Institute Limited,NSE,MAXHEALTH.NS,EQ,INE027H01010,,,INE027H01010
MASKINVEST,Mask Investments Limited,NSE,MASKINVEST.NS,BE,INE885F01015,,,INE885F01015
MASTEK,Mastek Limited,NSE,MASTEK.NS,EQ,INE759A01021,,,INE759A01021
MASTERTR,Master Trust Limited,NSE,MASTERTR.NS,EQ,INE677D01037,,,INE677D01037
MATRIMONY,Matrimony.Com Limited,NSE,MATRIMONY.NS,EQ,INE866R01028,,,INE866R01028
MAWANASUG,Mawana Sugars Limited,NSE,MAWANASUG.NS,BE,INE636A01039,,,INE636A01039
MAXESTATES,Max Estates Limited,NSE,MAXESTATES.NS,EQ,INE03EI01018,,,INE03EI01018
MAXIND,Max India Limited,NSE,MAXIND.NS,EQ,INE0CG601016,,,INE0CG601016
MCCHRLS-B,Mac Charles India Limited,NSE,MCCHRLS-B.NS,EQ,INE435D01014,,,INE435D01014
MAYURUNIQ,Mayur Uniquoters Ltd,NSE,MAYURUNIQ.NS,EQ,INE040D01038,,,INE040D01038
MAZDA,Mazda Limited,NSE,MAZDA.NS,EQ,INE885E01042,,,INE885E01042
MAZDOCK,Mazagon Dock Shipbuilders Limited,NSE,MAZDOCK.NS,EQ,INE249Z01020,,,INE249Z01020
MBAPL,Madhya Bharat Agro Products Limited,NSE,MBAPL.NS,EQ,INE900L01010,,,INE900L01010
MBEL,M & B Engineering Limited,NSE,MBEL.NS,EQ,INE08N601015,,,INE08N601015
MBLINFRA,MBL Infrastructure Limited,NSE,MBLINFRA.NS,EQ,INE912H01013,,,INE912H01013
MAHESHWARI,Maheshwari Logistics Limited,NSE,MAHESHWARI.NS,BE,INE263W01010,,,INE263W01010
MAHASTEEL,Mahamaya Steel Industries Limited,NSE,MAHASTEEL.NS,BE,INE451L01014,,,INE451L01014
METROPOLIS,Metropolis Healthcare Limited,NSE,METROPOLIS.NS,EQ,INE112L01020,,,INE112L01020
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,NSE,MAHAPEXLTD.NS,EQ,INE843B01013,,,INE843B01013
LEMONTREE,Lemon Tree Hotels Limited,NSE,LEMONTREE.NS,EQ,INE970X01018,,,INE970X01018
LENSKART,Lenskart Solutions Limited,NSE,LENSKART.NS,EQ,INE956O01016,,,INE956O01016
LEXUS,Lexus Granito (India) Limited,NSE,LEXUS.NS,EQ,INE500X01013,,,INE500X01013
LFIC,Lakshmi Finance & Industrial Corporation Limited,NSE,LFIC.NS,EQ,INE850E01012,,,INE850E01012
LGBBROSLTD,LG Balakrishnan & Bros Limited,NSE,LGBBROSLTD.NS,EQ,INE337A01034,,,INE337A01034
LGEINDIA,LG Electronics India Limited,NSE,LGEINDIA.NS,EQ,INE324D01010,,,INE324D01010
LGHL,Laxmi Goldorna House Limited,NSE,LGHL.NS,EQ,INE258Y01016,,,INE258Y01016
LIBAS,Libas Consumer Products Limited,NSE,LIBAS.NS,EQ,INE908V01012,,,INE908V01012
LIBERTSHOE,Liberty Shoes Limited,NSE,LIBERTSHOE.NS,EQ,INE557B01019,,,INE557B01019
LICHSGFIN,LIC Housing Finance Limited,NSE,LICHSGFIN.NS,EQ,INE115A01026,,,INE115A01026
LICI,Life Insurance Corporation Of India,NSE,LICI.NS,EQ,INE0J1Y01017,,,INE0J1Y01017
LIKHITHA,Likhitha Infrastructure Limited,NSE,LIKHITHA.NS,BE,INE060901027,,,INE060901027
LINC,Linc Limited,NSE,LINC.NS,EQ,INE802B01027,,,INE802B01027
LINCOLN,Lincoln Pharmaceuticals Limited,NSE,LINCOLN.NS,EQ,INE405C01035,,,INE405C01035
LINDEINDIA,Linde India Limited,NSE,LINDEINDIA.NS,EQ,INE473A01011,,,INE473A01011
LEMERITE,Le Merite Exports Limited,NSE,LEMERITE.NS,EQ,INE0G1L01025,,,INE0G1L01025
LCCINFOTEC,LCC Infotech Limited,NSE,LCCINFOTEC.NS,EQ,INE938A01021,,,INE938A01021
LAXMIINDIA,Laxmi India Finance Limited,NSE,LAXMIINDIA.NS,BE,INE06WU01026,,,INE06WU01026
LANDMARK,Landmark Cars Limited,NSE,LANDMARK.NS,EQ,INE559R01029,,,INE559R01029
LAGNAM,Lagnam Spintex Limited,NSE,LAGNAM.NS,EQ,INE548Z01017,,,INE548Z01017
LAHOTIOV,Lahoti Overseas Limited,NSE,LAHOTIOV.NS,EQ,INE515C01023,,,INE515C01023
LAL,Lorenzini Apparels Limited,NSE,LAL.NS,EQ,INE740X01023,,,INE740X01023
LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE,LALPATHLAB.NS,EQ,INE600L01024,,,INE600L01024
LAMBODHARA,Lambodhara Textiles Limited,NSE,LAMBODHARA.NS,EQ,INE112F01022,,,INE112F01022
LANCORHOL,Lancor Holdings Limited,NSE,LANCORHOL.NS,EQ,INE572G01025,,,INE572G01025
LANDSMILL,Landsmill Green Limited,NSE,LANDSMILL.NS,EQ,INE688J01023,,,INE688J01023
LAXMIDENTL,Laxmi Dental Limited,NSE,LAXMIDENTL.NS,EQ,INE0WO601020,,,INE0WO601020
LAOPALA,La Opala RG Limited,NSE,LAOPALA.NS,EQ,INE059D01020,,,INE059D01020
LASA,Lasa Supergenerics Limited,NSE,LASA.NS,EQ,INE670X01014,,,INE670X01014
LATENTVIEW,Latent View Analytics Limited,NSE,LATENTVIEW.NS,EQ,INE0I7C01011,,,INE0I7C01011
LATTEYS,Latteys Industries Limited,NSE,LATTEYS.NS,BE,INE262Z01023,,,INE262Z01023
LAURUSLABS,Laurus Labs Limited,NSE,LAURUSLABS.NS,EQ,INE947Q01028,,,INE947Q01028
LAXMICOT,Laxmi Cotspin Limited,NSE,LAXMICOT.NS,EQ,INE801V01019,,,INE801V01019
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE,LLOYDSENGG.NS,EQ,INE093R01011,,,INE093R01011
LLOYDSENT,Lloyds Enterprises Limited,NSE,LLOYDSENT.NS,EQ,INE080I01025,,,INE080I01025
LLOYDSME,Lloyds Metals And Energy Limited,NSE,LLOYDSME.NS,EQ,INE281B01032,,,INE281B01032
MADHAV,Madhav Marbles and Granites Limited,NSE,MADHAV.NS,EQ,INE925C01016,,,INE925C01016
LYKALABS,Lyka Labs Limited,NSE,LYKALABS.NS,EQ,INE933A01014,,,INE933A01014
LYPSAGEMS,Lypsa Gems & Jewellery Limited,NSE,LYPSAGEMS.NS,EQ,INE142K01011,,,INE142K01011
M&M,Mahindra & Mahindra Limited,NSE,M&M.NS,EQ,INE101A01026,,,INE101A01026
M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE,M&MFIN.NS,EQ,INE774D01024,,,INE774D01024
MAANALU,Maan Aluminium Limited,NSE,MAANALU.NS,EQ,INE215I01027,,,INE215I01027
MACPOWER,Macpower CNC Machines Limited,NSE,MACPOWER.NS,EQ,INE155Z01011,,,INE155Z01011
MADHAVIPL,Madhav Infra Projects Limited,NSE,MADHAVIPL.NS,EQ,INE631R01026,,,INE631R01026
LUXIND,Lux Industries Limited,NSE,LUXIND.NS,EQ,INE150G01020,,,INE150G01020
MADHUCON,Madhucon Projects Limited,NSE,MADHUCON.NS,EQ,INE378D01032,,,INE378D01032
MADRASFERT,Madras Fertilizers Limited,NSE,MADRASFERT.NS,EQ,INE414A01015,,,INE414A01015
MAFATIND,Mafatlal Industries Limited,NSE,MAFATIND.NS,EQ,INE270B01035,,,INE270B01035
MAGADSUGAR,Magadh Sugar & Energy Limited,NSE,MAGADSUGAR.NS,EQ,INE347W01011,,,INE347W01011
MAGNUM,Magnum Ventures Limited,NSE,MAGNUM.NS,EQ,INE387I01016,,,INE387I01016
MAHABANK,Bank of Maharashtra,NSE,MAHABANK.NS,EQ,INE457A01014,,,INE457A01014
LXCHEM,Laxmi Organic Industries Limited,NSE,LXCHEM.NS,EQ,INE576O01020,,,INE576O01020
LUPIN,Lupin Limited,NSE,LUPIN.NS,EQ,INE326A01037,,,INE326A01037
LMW,LMW Limited,NSE,LMW.NS,EQ,INE269B01029,,,INE269B01029
LOYALTEX,Loyal Textile Mills Limited,NSE,LOYALTEX.NS,BE,INE970D01010,,,INE970D01010
LODHA,Lodha Developers Limited,NSE,LODHA.NS,EQ,INE670K01029,,,INE670K01029
LOKESHMACH,Lokesh Machines Limited,NSE,LOKESHMACH.NS,BE,INE397H01017,,,INE397H01017
LORDSCHLO,Lords Chloro Alkali Limited,NSE,LORDSCHLO.NS,EQ,INE846D01012,,,INE846D01012
LOTUSDEV,Sri Lotus Developers and Realty Limited,NSE,LOTUSDEV.NS,EQ,INE0V9Q01010,,,INE0V9Q01010
LOTUSEYE,Lotus Eye Hospital and Institute Limited,NSE,LOTUSEYE.NS,EQ,INE947I01017,,,INE947I01017
LOVABLE,Lovable Lingerie Limited,NSE,LOVABLE.NS,EQ,INE597L01014,,,INE597L01014
LPDC,Landmark Property Development Company Limited,NSE,LPDC.NS,EQ,INE197J01017,,,INE197J01017
LUMAXTECH,Lumax Auto Technologies Limited,NSE,LUMAXTECH.NS,EQ,INE872H01027,,,INE872H01027
LT,Larsen & Toubro Limited,NSE,LT.NS,EQ,INE018A01030,,,INE018A01030
LTF,L&T Finance Limited,NSE,LTF.NS,EQ,INE498L01015,,,INE498L01015
LTFOODS,LT Foods Limited,NSE,LTFOODS.NS,EQ,INE818H01020,,,INE818H01020
LTM,LTM Limited,NSE,LTM.NS,EQ,INE214T01019,,,INE214T01019
LTTS,L&T Technology Services Limited,NSE,LTTS.NS,EQ,INE010V01017,,,INE010V01017
LUMAXIND,Lumax Industries Limited,NSE,LUMAXIND.NS,EQ,INE162B01018,,,INE162B01018
METROGLOBL,Metroglobal Limited,NSE,METROGLOBL.NS,EQ,INE085D01033,,,INE085D01033
MFML,Mahalaxmi Fabric Mills Limited,NSE,MFML.NS,EQ,INE0US801024,,,INE0US801024
NRBBEARING,NRB Bearing Limited,NSE,NRBBEARING.NS,EQ,INE349A01021,,,INE349A01021
NATCAPSUQ,Natural Capsules Limited,NSE,NATCAPSUQ.NS,EQ,INE936B01015,,,INE936B01015
NDTV,New Delhi Television Limited,NSE,NDTV.NS,EQ,INE155G01029,,,INE155G01029
NEAGI,Neelamalai Agro Industries Limited,NSE,NEAGI.NS,EQ,INE605D01012,,,INE605D01012
NECCLTD,North Eastern Carrying Corporation Limited,NSE,NECCLTD.NS,EQ,INE553C01016,,,INE553C01016
NECLIFE,Nectar Lifesciences Limited,NSE,NECLIFE.NS,BE,INE023H01027,,,INE023H01027
NELCAST,Nelcast Limited,NSE,NELCAST.NS,EQ,INE189I01024,,,INE189I01024
NELCO,NELCO Limited,NSE,NELCO.NS,EQ,INE045B01015,,,INE045B01015
NEOGEN,Neogen Chemicals Limited,NSE,NEOGEN.NS,EQ,INE136S01016,,,INE136S01016
NEPHROPLUS,Nephrocare Health Services Limited,NSE,NEPHROPLUS.NS,EQ,INE428V01029,,,INE428V01029
NESCO,Nesco Limited,NSE,NESCO.NS,EQ,INE317F01035,,,INE317F01035
NESTLEIND,Nestle India Limited,NSE,NESTLEIND.NS,EQ,INE239A01024,,,INE239A01024
NETWEB,Netweb Technologies India Limited,NSE,NETWEB.NS,EQ,INE0NT901020,,,INE0NT901020
NETWORK18,Network18 Media & Investments Limited,NSE,NETWORK18.NS,EQ,INE870H01013,,,INE870H01013
NEULANDLAB,Neuland Laboratories Limited,NSE,NEULANDLAB.NS,EQ,INE794A01010,,,INE794A01010
NEWGEN,Newgen Software Technologies Limited,NSE,NEWGEN.NS,EQ,INE619B01017,,,INE619B01017
NEXTMEDIA,Next Mediaworks Limited,NSE,NEXTMEDIA.NS,EQ,INE747B01016,,,INE747B01016
NDRAUTO,Ndr Auto Components Limited,NSE,NDRAUTO.NS,EQ,INE07OG01012,,,INE07OG01012
NDLVENTURE,NDL Ventures Limited,NSE,NDLVENTURE.NS,EQ,INE353A01023,,,INE353A01023
NDL,Nandan Denim Limited,NSE,NDL.NS,EQ,INE875G01048,,,INE875G01048
NAVKARCORP,Navkar Corporation Limited,NSE,NAVKARCORP.NS,EQ,INE278M01019,,,INE278M01019
NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE,NATHBIOGEN.NS,EQ,INE448G01010,,,INE448G01010
NATIONALUM,National Aluminium Company Limited,NSE,NATIONALUM.NS,EQ,INE139A01034,,,INE139A01034
NATIONSTD,National Standard (India) Limited,NSE,NATIONSTD.NS,EQ,INE166R01015,,,INE166R01015
NAUKRI,Info Edge (India) Limited,NSE,NAUKRI.NS,EQ,INE663F01032,,,INE663F01032
NAVA,NAVA LIMITED,NSE,NAVA.NS,EQ,INE725A01030,,,INE725A01030
NAVINFLUOR,Navin Fluorine International Limited,NSE,NAVINFLUOR.NS,EQ,INE048G01026,,,INE048G01026
NAVKARURB,Navkar Urbanstructure Limited,NSE,NAVKARURB.NS,EQ,INE268H01044,,,INE268H01044
NDGL,Naga Dhunseri Group Limited,NSE,NDGL.NS,EQ,INE756C01015,,,INE756C01015
NAVNETEDUL,Navneet Education Limited,NSE,NAVNETEDUL.NS,EQ,INE060A01024,,,INE060A01024
NAZARA,Nazara Technologies Limited,NSE,NAZARA.NS,EQ,INE418L01047,,,INE418L01047
NBCC,NBCC (India) Limited,NSE,NBCC.NS,EQ,INE095N01031,,,INE095N01031
NBIFIN,N. B. I. Industrial Finance Company Limited,NSE,NBIFIN.NS,EQ,INE365I01020,,,INE365I01020
NCC,NCC Limited,NSE,NCC.NS,EQ,INE868B01028,,,INE868B01028
NCLIND,NCL Industries Limited,NSE,NCLIND.NS,EQ,INE732C01016,,,INE732C01016
NFL,National Fertilizers Limited,NSE,NFL.NS,EQ,INE870D01012,,,INE870D01012
NGIL,Nakoda Group of Industries Limited,NSE,NGIL.NS,BE,INE236Y01012,,,INE236Y01012
NGLFINE,NGL Fine-Chem Limited,NSE,NGLFINE.NS,EQ,INE887E01022,,,INE887E01022
NOCIL,NOCIL Limited,NSE,NOCIL.NS,EQ,INE163A01018,,,INE163A01018
NITIRAJ,Nitiraj Engineers Limited,NSE,NITIRAJ.NS,EQ,INE439T01012,,,INE439T01012
NITTAGELA,Nitta Gelatin India Limited,NSE,NITTAGELA.NS,EQ,INE265B01019,,,INE265B01019
NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE,NIVABUPA.NS,EQ,INE995S01015,,,INE995S01015
NKIND,NK Industries Limited,NSE,NKIND.NS,EQ,INE542C01019,,,INE542C01019
NLCINDIA,NLC India Limited,NSE,NLCINDIA.NS,EQ,INE589A01014,,,INE589A01014
NMDC,NMDC Limited,NSE,NMDC.NS,EQ,INE584A01023,,,INE584A01023
NOIDATOLL,Noida Toll Bridge Company Limited,NSE,NOIDATOLL.NS,BE,INE781B01015,,,INE781B01015
NITCO,Nitco Limited,NSE,NITCO.NS,EQ,INE858F01012,,,INE858F01012
NORBTEAEXP,Norben Tea & Exports Limited,NSE,NORBTEAEXP.NS,EQ,INE369C01017,,,INE369C01017
NORTHARC,Northern Arc Capital Limited,NSE,NORTHARC.NS,EQ,INE850M01015,,,INE850M01015
NOVAAGRI,Nova Agritech Limited,NSE,NOVAAGRI.NS,EQ,INE02H701025,,,INE02H701025
NOVARTIND,Novartis India Limited,NSE,NOVARTIND.NS,EQ,INE234A01025,,,INE234A01025
NPST,Network People Services Technologies Limited,NSE,NPST.NS,EQ,INE0FFK01017,,,INE0FFK01017
NRAIL,N R Agarwal Industries Limited,NSE,NRAIL.NS,EQ,INE740D01017,,,INE740D01017
NITINSPIN,Nitin Spinners Limited,NSE,NITINSPIN.NS,EQ,INE229H01012,,,INE229H01012
NIRLON,Nirlon Limited,NSE,NIRLON.NS,EQ,INE910A01012,,,INE910A01012
NH,Narayana Hrudayalaya Ltd.,NSE,NH.NS,EQ,INE410P01011,,,INE410P01011
NILAINFRA,Nila Infrastructures Limited,NSE,NILAINFRA.NS,EQ,INE937C01029,,,INE937C01029
NHPC,NHPC Limited,NSE,NHPC.NS,EQ,INE848E01016,,,INE848E01016
NIACL,The New India Assurance Company Limited,NSE,NIACL.NS,EQ,INE470Y01017,,,INE470Y01017
NIBE,NIBE Limited,NSE,NIBE.NS,EQ,INE149O01018,,,INE149O01018
NIBL,NRB Industrial Bearings Limited,NSE,NIBL.NS,EQ,INE047O01014,,,INE047O01014
NIITLTD,NIIT Limited,NSE,NIITLTD.NS,EQ,INE161A01038,,,INE161A01038
NIITMTS,NIIT Learning Systems Limited,NSE,NIITMTS.NS,EQ,INE342G01023,,,INE342G01023
NILASPACES,Nila Spaces Limited,NSE,NILASPACES.NS,EQ,INE00S901012,,,INE00S901012
NIRAJISPAT,Niraj Ispat Industries Limited,NSE,NIRAJISPAT.NS,EQ,INE326T01011,,,INE326T01011
NILE,Nile Limited,NSE,NILE.NS,EQ,INE445D01013,,,INE445D01013
NILKAMAL,Nilkamal Limited,NSE,NILKAMAL.NS,EQ,INE310A01015,,,INE310A01015
NIMBSPROJ,Nimbus Projects Limited,NSE,NIMBSPROJ.NS,BE,INE875B01015,,,INE875B01015
NINSYS,NINtec Systems Limited,NSE,NINSYS.NS,BE,INE395U01014,,,INE395U01014
NIPPOBATRY,Indo-National Limited,NSE,NIPPOBATRY.NS,EQ,INE567A01028,,,INE567A01028
NIRAJ,Niraj Cement Structurals Limited,NSE,NIRAJ.NS,BE,INE368I01016,,,INE368I01016
NATCOPHARM,Natco Pharma Limited,NSE,NATCOPHARM.NS,EQ,INE987B01026,,,INE987B01026
NARMADA,Narmada Agrobase Limited,NSE,NARMADA.NS,EQ,INE117Z01011,,,INE117Z01011
MFSL,Max Financial Services Limited,NSE,MFSL.NS,EQ,INE180A01020,,,INE180A01020
